id,Concorda,DRs,Cidade,serie,Idade,etapa,Sexo,Cor_da_pele,Escala_1_1,Escala_1_2,Escala_1_3,Escala_1_4,Escala_1_5,Escala_1_6,Escala_1_7,Escala_1_8,Escala_1_9,Escala_2_1,Escala_2_2,Escala_2_3,Escala_2_4,Escala_2_5,Escala_2_6,Escala_2_7,Escala_2_8,Escala_2_9,Escala_2_10,Escala_2_11,Escala_2_12,Escala_2_13,Escala_2_14,Escala_2_15,Escala_2_16,Escala_3_1,Escala_3_2,Escala_3_3,Escala_3_4,Escala_3_5,Escala_3_6,Escala_3_7,Escala_3_8,Escala_4_1,Escala_4_2,Escala_4_3,Escala_4_4,Escala_4_5,Escala_4_6,Escala_4_7,Escala_4_8,Escala_4_9,Escala_5_1,Escala_5_2,Escala_5_3,Escala_5_4,Escala_5_5,Escala_5_6,Escala_5_7,Escala_6_1,Escala_6_2,Escala_6_3,Escala_6_4,Escala_6_5,Escala_6_6,Escala_6_7,Escala_6_8,Escala_7_1,Escala_7_2,Escala_7_3,Escala_7_4,Escala_7_5,Escala_7_6,Escala_7_7,Escala_7_8,Escala_7_9,Escala_7_10,Escala_7_11,Escala_7_12,Escala_7_13,Escala_7_14,Escala_7_15,Escala_7_16,Escala_7_17,Escala_7_18,Escala_7_19,Escala_7_20,Escala_7_21,Escala_7_22,Escala_8_1,Escala_8_2,Escala_8_3,Escala_8_4,Escala_9_1,Escala_9_2,Escala_9_3,Escala_9_4,Escala_9_5,Escala_9_6,Escala_9_7,Escala_9_8,Escala_9_9,Escala_10_1,Escala_10_2,Escala_10_3,Escala_10_4,Escala_10_5,Escala_10_6,Escala_11_1,Escala_11_2,Escala_11_3,Escala_11_4,Escala_11_5,Violencia_redes,Violenc_escolas,Renda,Redes_sociais,Frequencia_Redes,Tempo_Gasto_Redes,Redes_utilizadas_1,Uso_de_celular,Finalidade_celular_1,Finalidade_celular_2,Finalidade_celular_3,Finalidade_celular_4,Finalidade_celular_5,Finalidade_celular_5_TEXT,F1_escala3,F2_escala3,F1_Escala_4,F2_EScala_4,F3_Escala_4,Maioria_Sexual,Minoria_Sexual,Minoria_Física,PCDs,Maioria_racial,Minoria_racial,Rico,Pobre,Maioria_religiosa,Minoria_religiosa,F1_Escala_9,F2_Escala_9,cor_da_pele,E1_ameacas,E2_situacoes_estresse,E5_disc_pessoal,E6_locais,E7_soma_pertenca,E8_qualid_relacoes,E9_trat_desig_grupos,E10_est_emoc_neg,E11_satisf_vida,E3_4_agentes,E2_6_contextos,E8_9_grupal,E5_10_11_individ,idade_outliers
31,1,1,Estância,2,17,1 etapa D,feminino,pardo,2,3,1,2,4,2,2,2,5,1,1,1,3,1,1,1,3,1,1,1,1,1,1,1,3,1,5,1,1,1,1,1,5,5,1,3,3,5,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,1,1,1,1,4,4,4,4,2,2,,,1,5,3,1,1,,,,1,,,1,5,4,1,3,1,1,1,0,0,1,0,1,1,0,5,1,2,2.555555556,1.375,1,1.5,6,5,5,1,3.6,2.25,1.416666667,5,1.866666667,1
32,1,1,Estância,2,19,1 ET D,masculino,preto,2,3,2,2,4,3,3,1,2,3,1,1,1,3,1,1,4,1,1,5,5,2,5,2,2,3,4,3,5,5,4,2,4,5,2,5,1,2,3,2,5,5,1,1,1,1,1,1,1,1,1,2,1,2,5,1,4,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,2,2,1,2,1,5,5,5,2,1,2,2,1,1,,2,1,1,1,5,5,5,5,4,2,,2,1,5,4,1,2,,,,1,,,3.8,3.666666667,4.25,3,4,1,0,1,0,0,1,0,1,0,0,1.5,1,3,2.444444444,2.375,1,2.125,4,1.75,2.666666667,,4.8,3.625,2.291666667,2.384615385,2.9,1
34,1,1,Estância,2,16,1ª etapa D,masculino,pardo,1,1,2,2,2,4,2,4,4,1,5,1,5,1,1,2,4,2,1,1,2,2,2,4,4,2,2,4,2,1,5,4,2,2,1,1,5,2,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,1,1,1,1,1,5,5,5,1,1,1,1,1,1,1,1,1,1,1,2,1,2,2,2,2,,1,1,5,5,1,1,,1,,,,,2.8,2,1.5,1.333333333,1.5,1,0,1,0,0,2,0,1,0,1,1,1,2,2.444444444,2.375,1,1,6,1,2.333333333,1,1.8,2.3125,1.916666667,1.923076923,1.266666667,1
36,1,1,Estância,2,15,1º ano A,feminino,pardo,4,2,1,1,3,3,1,2,2,3,1,2,1,3,1,1,1,2,1,1,2,5,2,2,1,3,5,4,3,5,1,1,5,4,1,5,3,5,2,1,5,1,1,1,1,2,1,4,4,4,4,4,4,2,2,1,1,0,1,0,0,1,0,0,0,0,1,1,0,1,0,0,0,1,0,1,0,0,0,5,5,5,5,5,5,5,5,4,5,5,5,5,1,2,4,3,5,1,1,5,5,4,1,2,,2,1,5,1,1,1,,1,1,1,,,2.6,4,4.25,1,3.5,1,1,1,1,0,1,0,1,1,0,4.833333333,1,2,2.111111111,1.8125,2,2.75,7,5,4.888888889,2.666666667,3.2,3.0625,2.125,4.923076923,2.622222222,1
37,1,1,Estância,2,16,1º ano A,feminino,pardo,4,3,3,1,2,3,3,2,1,3,2,1,1,1,1,1,3,1,1,1,2,4,1,1,1,3,5,2,3,2,3,1,5,5,1,4,1,5,1,1,1,1,1,1,1,1,1,2,2,2,3,3,2,1,1,3,2,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,4,5,4,3,3,5,5,5,2,4,5,5,4,1,3,3,2,2,1,3,3,4,3,2,2,,1,1,5,4,1,1,,,1,1,,,2.4,4.666666667,4.75,1,1,1,1,1,0,0,1,0,1,0,1,3.833333333,1,2,2.444444444,1.5625,1.285714286,2.125,6,4,4.222222222,2,3,2.4375,1.75,4.153846154,2.095238095,1
38,1,1,Estância,2,15,1º ano A,masculino,preto,1,3,2,4,4,4,2,4,2,5,1,3,,2,1,1,4,5,5,4,5,5,5,1,4,1,5,1,5,5,1,3,5,5,5,5,1,5,3,3,5,5,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,5,5,5,1,1,1,1,1,1,1,1,1,1,1,4,4,3,5,1,2,,2,1,5,5,1,1,1,1,1,1,,,3,5,5,4.333333333,4,1,0,1,0,0,1,0,0,0,0,1,1,3,2.888888889,,1.285714286,2,3,1,2.333333333,1,3.4,3.625,2.913043478,1.923076923,1.895238095,1
39,1,1,Estância,2,15,1º ano A,masculino,pardo,4,1,3,4,3,4,2,2,5,2,3,1,5,4,1,1,5,3,1,1,5,3,1,1,,1,5,1,4,3,4,1,5,5,4,4,2,5,,1,,1,1,1,1,1,1,1,1,3,3,5,1,1,3,5,5,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,5,3,4,3,,,,,,,,,,1,1,1,1,1,1,5,5,5,5,5,2,,2,1,5,5,1,1,1,,,,,,2.6,5,4.5,2,,2,0,1,0,0,1,0,1,0,0,,,2,3.111111111,,1,3.25,5,3.75,,1,5,2.928571429,2.739130435,3.75,2.333333333,1
40,1,1,Estância,2,15,1º,feminino,preto,5,1,2,2,4,2,2,4,2,2,1,2,3,3,1,1,5,3,1,3,3,1,3,3,3,2,2,4,2,1,1,2,2,1,3,1,2,2,5,3,2,1,3,3,1,2,2,3,3,2,2,2,3,3,5,2,3,0,1,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,4,2,3,2,2,4,4,4,3,2,2,2,1,1,2,2,2,1,1,2,,2,4,4,1,Quando eu brigo na escola,2,1,5,5,1,1,1,1,1,1,,,1.6,2,2,2.333333333,3.5,2,1,1,0,0,1,1,0,1,1,2,2,3,2.666666667,2.375,2.428571429,2.75,8,2.75,2.666666667,1.5,,2.125,2.5,2.692307692,1.964285714,1
41,1,1,Estância,2,15,1º ano A,masculino,pardo,3,1,3,4,3,5,2,2,5,2,3,1,5,3,1,1,5,1,1,2,3,1,1,2,5,1,3,4,3,3,4,1,5,5,2,3,5,2,1,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,1,2,1,4,1,3,3,5,1,3,2,2,1,1,3,1,4,3,4,1,3,4,4,1,,,2,1,5,5,1,1,,1,1,1,,,2.4,3.333333333,2.75,,,1,1,1,0,0,1,0,1,0,1,1.666666667,2.333333333,2,3.111111111,2.3125,1,1,6,2,2.333333333,2.666666667,2.6,3.076923077,1.875,2.230769231,2.088888889,1
42,1,1,Estância,2,15,1º ano A,feminino,pardo,4,4,2,4,4,3,3,4,5,4,2,2,2,3,2,2,4,2,1,1,2,2,2,2,2,4,1,5,4,1,4,3,4,5,1,2,5,1,1,4,1,1,1,2,1,1,1,4,4,4,4,2,2,1,1,2,4,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,4,2,3,3,4,4,5,5,4,4,2,2,1,1,4,4,3,4,4,3,3,2,2,3,2,,2,1,3,2,1,1,1,1,1,1,,,3.2,2,2.25,2,1,1,2,1,0,0,1,0,1,0,0,2.833333333,1.333333333,2,3.666666667,2.1875,2,2.5,6,3,3.444444444,3.333333333,2.6,2.875,2.291666667,3.307692308,2.644444444,1
43,1,1,Estância,2,15,1º A,masculino,pardo,3,2,3,1,3,3,1,1,3,1,1,1,5,1,1,1,5,1,1,1,3,1,1,4,3,1,3,5,2,3,1,1,1,2,1,2,1,2,1,2,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,5,2,1,5,2,5,5,5,5,2,2,2,1,1,1,2,1,5,1,3,4,5,4,3,,,2,1,5,1,1,2,,,,1,,,1.6,1.666666667,2.75,1.333333333,1,1,0,0,0,0,1,0,1,1,0,2.333333333,1,2,2.222222222,1.9375,1,1.25,4,3.25,3.222222222,1.833333333,3.8,1.75,1.708333333,3.230769231,2.211111111,1
44,1,1,Estância,2,16,1º A,masculino,pardo,3,1,3,4,3,5,4,4,2,2,1,1,1,1,1,1,4,1,1,1,1,2,2,4,4,1,5,1,2,2,1,2,2,2,1,2,1,5,1,2,1,2,1,1,1,1,1,1,1,1,2,2,2,1,1,2,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,5,5,5,5,2,5,5,5,5,2,2,2,1,3,1,1,1,5,1,5,4,5,5,3,2,,2,1,5,2,1,1,1,1,1,1,,,1.6,4,3.5,1.666666667,1,2,0,1,0,0,1,0,1,1,0,2.333333333,1,2,3.222222222,1.75,1,1.5,6,5,3.222222222,2,4.4,1.75,1.666666667,3.769230769,2.466666667,1
45,1,1,Estância,2,15,1º Ano,masculino,preto,4,5,1,1,2,4,2,4,1,3,1,2,1,3,1,1,2,5,1,4,1,3,1,1,1,1,5,4,3,2,4,,,4,2,3,3,4,5,3,5,3,1,1,1,1,1,1,1,1,2,2,1,1,5,4,4,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,5,2,3,4,5,5,5,4,4,5,3,2,4,1,3,3,3,4,3,2,5,5,4,4,2,,2,1,5,5,1,1,,,,1,,,,,3.5,2.666666667,5,2,0,1,0,0,1,1,0,1,0,3.833333333,1.333333333,3,2.666666667,1.9375,1,2.5,6,3.5,4.111111111,2.833333333,4,3.357142857,2.125,3.923076923,2.611111111,1
46,1,1,Estância,2,15,1º A,feminino,branco,5,3,2,2,1,3,3,4,3,3,3,1,4,5,1,2,5,2,2,2,5,5,2,5,3,1,5,1,2,1,2,5,5,5,1,2,4,5,1,2,2,1,3,3,1,1,2,1,1,5,2,2,2,2,2,2,5,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,5,5,5,5,1,4,5,3,5,5,5,1,5,1,5,5,5,5,1,3,3,5,4,5,2,,1,1,5,1,1,1,,1,1,1,,,2.2,5,3.5,1.333333333,1.5,1,1,1,0,1,0,0,1,1,0,3.666666667,2,1,2.888888889,3.125,1.714285714,2.75,6,5,3.777777778,3.666666667,4,2.5,3,4.153846154,3.126984127,1
47,1,1,Estância,2,15,1º A,,pardo,5,2,4,4,2,5,1,2,3,3,3,1,2,2,1,1,4,4,1,1,4,5,3,2,2,2,5,2,3,2,2,2,3,3,1,3,4,4,2,3,3,1,2,4,2,1,1,2,3,2,3,3,3,3,4,4,4,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,3,3,3,1,4,5,5,4,3,3,3,3,5,3,3,3,3,3,2,4,4,3,3,1,Não escreveu,2,1,,5,,1,,,,1,,,2.2,4,3,1.666666667,2.5,1,1,0,0,0,1,0,0,0,0,2.833333333,1.333333333,2,3.111111111,2.4375,2.142857143,3.25,3,3,3.444444444,3.333333333,3.2,2.5625,2.708333333,3.307692308,2.892063492,1
48,1,1,Estância,2,15,1º A,feminino,preto,5,2,4,5,4,5,1,1,1,3,3,,4,4,1,1,,3,1,2,4,2,1,3,4,2,3,4,3,1,1,1,4,3,2,4,4,4,1,1,1,1,2,4,2,1,1,3,4,2,3,3,3,3,4,4,4,0,1,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,3,2,4,4,1,4,5,5,4,3,3,4,5,4,5,5,5,5,5,2,5,1,1,1,1,Não escreveu,2,1,5,5,1,1,,,,1,,,1.6,3,3.25,1.333333333,1,2,1,1,0,0,1,0,0,0,0,3.333333333,1.333333333,3,3.111111111,,2.428571429,3.25,5,3.25,3.777777778,4.833333333,2,2.25,2.818181818,3.615384615,3.087301587,1
49,1,1,Estância,2,15,1º A,masculino,pardo,4,3,3,2,3,3,2,4,5,3,2,1,1,3,1,1,4,3,1,1,2,2,2,3,4,1,4,4,2,3,1,2,4,4,2,4,5,4,1,1,1,1,1,1,1,1,1,1,2,2,2,1,1,1,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,4,3,3,5,5,5,5,3,5,4,4,2,1,3,3,2,1,2,2,3,4,3,2,2,,3,1,5,4,1,1,1,,,1,,,1.8,3.333333333,3.25,1.333333333,1,1,0,0,0,0,1,0,0,0,0,3.833333333,1,2,3.222222222,2.125,1.142857143,1.5,2,3.5,4.222222222,2,2.8,2.5,1.916666667,4,1.980952381,1
50,1,1,Estância,2,16,1º A,feminino,branco,4,3,2,5,2,3,2,2,1,4,2,2,1,2,1,1,3,1,1,1,2,2,1,1,1,3,4,1,5,2,1,2,4,5,2,5,3,5,3,1,1,2,1,2,1,1,1,1,5,5,1,4,3,1,1,1,1,0,1,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,5,5,5,5,5,5,5,5,5,5,2,4,5,1,1,2,1,2,1,3,5,4,3,4,1,Assédio,2,1,5,3,1,1,,1,,1,,,2.6,4.333333333,4.5,1.666666667,2,2,1,1,0,1,0,0,1,1,0,4.333333333,1,1,2.666666667,1.625,1.714285714,2.125,7,5,4.555555556,1.333333333,3.8,2.75,1.791666667,4.692307692,2.282539683,1
51,1,1,Estância,2,15,1 ano A,masculino,preto,3,4,1,1,1,3,4,1,2,,1,1,2,2,1,1,5,1,1,1,1,2,,4,1,1,5,,1,2,2,1,5,1,1,2,,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,5,5,,5,5,4,,2,2,2,2,1,1,1,1,1,1,1,2,1,5,1,2,,1,1,5,5,1,2,1,,,,,,1.4,,,1,1,1,0,0,0,0,1,0,0,0,0,,1.333333333,3,2.222222222,,1,1,2,3,3.142857143,1,2,1.785714286,1.454545455,3.090909091,1.333333333,1
52,1,1,Estância,2,15,1 ano A,masculino,pardo,3,3,3,3,3,3,3,4,3,3,1,3,3,3,3,1,5,3,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,3,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,1,1,1,1,5,5,5,1,1,1,1,1,1,1,1,1,1,1,3,3,3,3,3,2,,3,1,5,5,1,1,,,1,,,,3,3,3,1,1,2,0,0,0,0,1,0,1,0,1,1,1,2,3.111111111,2.75,1,1,5,1,2.333333333,1,3,2.375,2.166666667,1.923076923,1.666666667,1
53,1,1,Estância,2,15," 1 ano A",masculino,pardo,4,5,2,2,2,2,2,2,2,3,1,1,1,2,1,1,2,1,1,3,2,3,2,3,4,2,3,3,3,3,1,1,3,3,1,3,3,3,1,1,1,1,2,1,1,2,2,2,2,1,2,3,2,1,1,3,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,3,2,3,3,3,5,5,5,3,3,3,3,3,1,1,1,1,1,1,4,4,4,4,4,2,,3,1,5,5,1,1,1,,,1,,,2,3,3,1,1,1,0,0,0,0,1,0,1,1,0,3,1,2,2.555555556,1.9375,1.714285714,1.875,4,2.75,3.666666667,1,4,2.0625,1.916666667,3.384615385,2.238095238,1
54,1,1,Estância,2,16,1 ano A,feminino,preto,5,3,2,4,2,4,2,4,2,4,2,2,1,2,1,2,4,1,1,1,3,2,2,4,2,1,5,1,5,3,3,1,5,5,3,5,1,5,3,1,1,1,1,1,1,,,,,5,4,2,4,1,2,1,3,0,1,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,5,5,5,5,5,5,5,5,5,5,2,4,5,1,1,3,1,1,3,3,2,4,3,2,1,Fui chamada de feia e maria palito,1,1,5,5,1,1,,1,1,,,,2.6,5,5,1.666666667,2,2,1,1,0,0,1,0,1,1,0,4.333333333,1,3,3.111111111,2.125,,2.75,7,5,4.555555556,1.666666667,2.8,2.75,2.333333333,4.692307692,2.233333333,1
55,1,1,Estância,2,16," 1 ano A",feminino,pardo,4,2,1,5,2,5,3,5,1,4,5,1,3,1,1,2,3,1,1,1,5,2,1,2,4,2,4,1,2,5,1,2,5,5,2,5,4,2,1,1,,2,1,5,1,1,5,1,5,1,1,1,3,1,2,2,2,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,5,5,5,3,5,5,5,5,5,5,2,4,1,1,2,2,1,2,1,3,5,4,3,4,2,,1,1,5,4,1,2,,1,,,,,2.4,4.666666667,3.5,1.666666667,,0,1,1,0,0,1,0,1,1,0,3.666666667,1,2,3.111111111,2.3125,2.714285714,1.625,5,4.5,4.111111111,1.5,3.8,2.8,2.083333333,4.230769231,2.671428571,1
56,1,1,Estância,2,15," 1 ano A",masculino,pardo,1,2,3,2,2,3,2,4,4,3,2,1,4,3,1,1,4,2,1,1,3,2,2,3,3,4,2,4,5,1,5,4,3,5,4,3,2,1,1,4,1,5,1,1,1,1,1,4,5,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,3,3,5,5,2,5,2,5,5,2,5,5,5,5,1,1,1,1,2,3,4,3,4,4,2,,1,1,5,4,1,1,,,1,,,,3.8,2.333333333,3.25,4.333333333,1,2,0,1,0,0,1,0,0,1,0,4,2,2,2.555555556,2.25,2,1,5,4,4,1.833333333,3.6,3.3125,1.833333333,4,2.477777778,1
57,1,1,Estância,2,15," 1 ano A",masculino,pardo,5,4,2,2,2,3,1,3,3,3,2,2,1,1,1,1,4,1,1,1,2,4,2,2,1,2,3,2,4,4,2,1,4,3,2,5,1,3,3,1,2,1,1,1,1,1,1,1,3,1,1,3,3,2,1,3,4,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,4,3,4,5,5,5,5,5,4,4,5,4,5,2,4,5,1,2,3,3,4,4,2,1,2,,1,1,5,5,1,2,,,,1,,,2.6,3.666666667,4,1.333333333,2.5,1,0,1,0,0,1,0,1,1,0,4.5,1,2,2.777777778,1.8125,1.285714286,2.25,5,4,4.666666667,2.833333333,2.8,2.5,1.958333333,4.461538462,2.306349206,1
58,1,1,Estância,2,15,1 ano A,feminino,branco,5,2,4,1,5,4,4,5,5,3,5,1,3,3,1,1,5,1,1,2,4,4,5,4,4,3,5,4,5,5,1,5,2,2,2,5,4,5,1,5,1,3,1,2,1,1,1,1,1,2,2,3,3,1,3,4,5,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,5,2,2,4,4,5,5,5,5,5,5,3,2,5,4,4,2,2,2,2,3,3,3,2,1,Os funcionários da escola assediam as alunas tanto na escola quanto em outros lugares,2,1,5,5,1,1,1,1,1,,,,3.8,3,3.5,3.333333333,1,2,1,0,0,1,0,1,0,1,0,4,1,1,3.888888889,2.9375,1.142857143,2.875,6,3.25,4.333333333,3.166666667,2.6,3.3125,2.916666667,4,2.303174603,1
59,1,1,Estância,2,16,1 ano A,feminino,pardo,4,4,3,1,3,1,2,4,2,4,1,3,2,3,1,1,5,2,1,2,4,2,4,3,4,2,1,2,1,1,1,4,5,5,1,5,3,3,1,3,2,2,5,5,5,1,2,5,4,3,4,4,3,4,1,5,5,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,5,4,4,4,4,3,5,3,4,5,5,,3,1,3,3,3,1,5,3,2,4,2,4,2,,2,1,5,5,1,1,,,1,1,,,1.8,3.333333333,4,2,1.5,0,1,1,0,0,1,0,0,1,0,,2.333333333,2,2.666666667,2.625,3.857142857,3.625,4,4.25,4,2.666666667,3,2.4375,2.958333333,4.083333333,3.174603175,1
60,1,1,Estância,2,16,1 ano,feminino,branco,5,1,2,3,3,4,2,,4,3,3,2,3,2,1,3,3,4,2,1,5,5,5,3,4,2,1,3,3,2,1,4,2,2,3,3,4,1,1,3,1,1,2,2,1,5,3,2,2,3,5,4,4,3,1,4,5,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,3,3,5,2,5,5,5,3,,2,2,5,3,2,5,5,5,2,2,2,2,3,2,2,,1,1,5,5,1,1,,,1,1,,,2.4,2,2,2.333333333,1,1,1,0,0,1,0,0,0,0,0,,1,1,3,3.0625,2.428571429,3.625,3,4,3.625,3.666666667,2.2,2.25,3.25,3.75,2.765079365,1
61,1,1,Estância,2,16,1 ano A,masculino,preto,1,5,1,1,2,2,2,1,1,4,3,1,1,3,1,1,1,1,1,1,4,5,5,1,1,2,5,1,3,5,5,1,5,5,1,5,1,5,3,5,1,1,1,1,1,1,1,1,1,1,3,3,1,5,1,5,5,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,5,3,3,2,1,5,5,4,2,1,1,3,3,1,1,2,1,1,1,2,5,5,5,5,2,,2,1,5,5,1,2,1,1,1,1,,,3.2,5,5,2.333333333,2,1,0,0,0,0,1,1,0,0,0,1.833333333,1.333333333,3,1.777777778,2.125,1,3,3,3.25,2.777777778,1.166666667,4.4,3.0625,2.416666667,2.923076923,2.188888889,1
62,1,1,Estância,2,16,1 Ano,masculino,branco,3,4,2,2,3,3,2,2,2,3,1,2,1,1,1,1,4,1,1,2,2,3,1,3,1,2,4,2,4,2,2,2,5,5,1,3,2,5,3,1,1,1,2,3,2,1,3,1,3,2,2,2,2,2,2,2,2,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,5,4,5,5,5,4,5,5,4,5,5,5,3,1,2,2,3,2,2,2,4,4,4,1,2,,2,1,5,2,1,1,,1,1,1,,,2.4,4.333333333,4.25,1,2,3,0,1,0,1,0,0,1,0,1,4.5,1.333333333,1,2.555555556,1.75,2.142857143,2,7,4.75,4.555555556,2,3,2.5,1.833333333,4.615384615,2.380952381,1
63,1,1,Estância,2,15,1 ano A,masculino,pardo,4,3,2,3,5,3,2,4,2,4,3,4,1,1,1,1,5,4,3,4,3,1,1,2,2,4,3,4,4,1,2,2,5,2,1,2,4,4,1,1,1,1,2,4,1,3,3,4,5,2,3,4,4,3,2,4,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,3,2,4,3,5,4,5,5,1,1,1,1,1,1,1,3,4,1,1,3,3,4,3,2,2,,2,1,5,5,,1,1,,,,,,2.6,3.333333333,2.5,1,1,1,0,0,0,0,1,0,1,0,1,1.666666667,1.333333333,2,3.111111111,2.5,3.142857143,2.875,4,3,2.666666667,1.833333333,3,2.375,2.625,2.769230769,2.658730159,1
64,1,1,Estância,2,16,1 ano A,masculino,pardo,3,3,2,2,2,3,2,5,3,2,2,2,3,4,1,2,5,2,2,3,4,4,2,3,3,1,2,4,1,2,2,2,3,3,1,3,4,2,1,1,2,1,2,1,1,1,2,2,1,2,3,4,2,3,4,4,2,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,3,2,3,2,3,3,5,3,1,2,3,2,2,3,2,2,3,4,5,1,3,4,3,2,2,,1,1,4,3,1,1,1,,1,,1,Quando estou sozinho,1.6,2.333333333,2.5,1,1.5,1,0,1,0,0,1,0,1,1,0,2.166666667,2.333333333,2,2.777777778,2.75,1.428571429,3,5,2.5,2.666666667,3.166666667,2.6,2.0625,2.833333333,2.615384615,2.398412698,1
65,1,1,Estância,2,16," 1 ano A",masculino,preto,3,4,2,4,4,5,2,2,2,3,1,1,2,1,1,1,4,1,1,3,2,5,2,4,3,2,4,2,3,2,1,2,4,5,1,5,3,4,2,1,1,1,1,4,1,1,3,1,1,2,2,2,2,2,1,2,2,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,4,3,3,4,5,5,5,5,3,4,5,4,2,3,3,4,3,3,3,3,4,4,3,4,2,,2,1,5,3,1,1,1,1,1,1,,,2,4,4.25,1,1.5,3,0,1,0,0,1,0,1,0,1,3.833333333,1,3,3.111111111,2.1875,1.714285714,1.875,7,3.5,4.222222222,3.166666667,3.6,2.4375,2.083333333,4,2.826984127,1
66,1,1,Estância,2,14," 1 ano A",masculino,pardo,5,3,1,5,1,3,4,,1,4,2,2,3,3,2,1,2,4,3,4,5,5,5,3,5,4,3,4,2,1,4,4,4,4,2,4,4,2,1,1,1,2,3,3,1,2,4,4,4,4,4,4,4,4,4,4,4,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,2,2,2,2,2,4,4,4,2,2,2,2,2,1,3,3,4,3,2,3,4,5,4,5,2,,1,1,5,5,1,1,,1,1,1,,,3,3,3,1.666666667,1,3,0,1,0,0,1,0,1,0,0,2,2,2,2.875,3.3125,3,4,6,2,2.666666667,2.666666667,4.2,2.8125,3.541666667,2.461538462,3.288888889,1
67,1,1,Estância,2,15," 1 ano A",feminino,pardo,4,2,1,2,3,3,1,2,4,3,3,2,1,1,1,1,4,2,1,1,3,5,2,2,1,3,5,4,3,5,1,1,5,4,1,5,3,5,2,1,5,1,1,1,1,1,2,3,3,4,4,4,3,2,2,1,,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,5,5,5,5,5,5,5,5,4,5,5,5,5,1,1,3,2,4,1,2,3,5,5,3,2,,2,1,5,1,1,1,,1,,1,,,2.6,4,4.25,1,3.5,1,1,1,0,0,1,0,1,1,0,4.833333333,1,2,2.444444444,2.0625,1.714285714,2.857142857,6,5,4.888888889,2,3.6,3.0625,2.304347826,4.923076923,2.438095238,1
