id,Concorda,DRs,Cidade,serie,Idade,etapa,Sexo,Cor_da_pele,Escala_1_1,Escala_1_2,Escala_1_3,Escala_1_4,Escala_1_5,Escala_1_6,Escala_1_7,Escala_1_8,Escala_1_9,Escala_2_1,Escala_2_2,Escala_2_3,Escala_2_4,Escala_2_5,Escala_2_6,Escala_2_7,Escala_2_8,Escala_2_9,Escala_2_10,Escala_2_11,Escala_2_12,Escala_2_13,Escala_2_14,Escala_2_15,Escala_2_16,Escala_3_1,Escala_3_2,Escala_3_3,Escala_3_4,Escala_3_5,Escala_3_6,Escala_3_7,Escala_3_8,Escala_4_1,Escala_4_2,Escala_4_3,Escala_4_4,Escala_4_5,Escala_4_6,Escala_4_7,Escala_4_8,Escala_4_9,Escala_5_1,Escala_5_2,Escala_5_3,Escala_5_4,Escala_5_5,Escala_5_6,Escala_5_7,Escala_6_1,Escala_6_2,Escala_6_3,Escala_6_4,Escala_6_5,Escala_6_6,Escala_6_7,Escala_6_8,Escala_7_1,Escala_7_2,Escala_7_3,Escala_7_4,Escala_7_5,Escala_7_6,Escala_7_7,Escala_7_8,Escala_7_9,Escala_7_10,Escala_7_11,Escala_7_12,Escala_7_13,Escala_7_14,Escala_7_15,Escala_7_16,Escala_7_17,Escala_7_18,Escala_7_19,Escala_7_20,Escala_7_21,Escala_7_22,Escala_8_1,Escala_8_2,Escala_8_3,Escala_8_4,Escala_9_1,Escala_9_2,Escala_9_3,Escala_9_4,Escala_9_5,Escala_9_6,Escala_9_7,Escala_9_8,Escala_9_9,Escala_10_1,Escala_10_2,Escala_10_3,Escala_10_4,Escala_10_5,Escala_10_6,Escala_11_1,Escala_11_2,Escala_11_3,Escala_11_4,Escala_11_5,Violencia_redes,Violenc_escolas,Renda,Redes_sociais,Frequencia_Redes,Tempo_Gasto_Redes,Redes_utilizadas_1,Uso_de_celular,Finalidade_celular_1,Finalidade_celular_2,Finalidade_celular_3,Finalidade_celular_4,Finalidade_celular_5,Finalidade_celular_5_TEXT,F1_escala3,F2_escala3,F1_Escala_4,F2_EScala_4,F3_Escala_4,Maioria_Sexual,Minoria_Sexual,Minoria_Física,PCDs,Maioria_racial,Minoria_racial,Rico,Pobre,Maioria_religiosa,Minoria_religiosa,F1_Escala_9,F2_Escala_9,cor_da_pele,E1_ameacas,E2_situacoes_estresse,E5_disc_pessoal,E6_locais,E7_soma_pertenca,E8_qualid_relacoes,E9_trat_desig_grupos,E10_est_emoc_neg,E11_satisf_vida,E3_4_agentes,E2_6_contextos,E8_9_grupal,E5_10_11_individ,idade_outliers
389,1,8,Maruim,1,17,1 ano,masculino,,4,3,3,2,2,3,1,5,1,4,1,3,3,3,1,3,5,1,1,3,3,,1,5,5,1,2,4,1,1,2,2,3,3,3,3,3,3,3,2,,5,1,2,2,3,3,,3,3,2,2,3,3,,,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,,2,4,1,4,2,3,2,2,1,2,1,,,,,,,,,,,,,,,2,2,4,,,,,,,,,1.4,2.333333333,3,3.333333333,,1,0,0,0,0,0,1,0,0,0,1.5,3,,2.666666667,,,2.333333333,2,,2,,,2.533333333,2.666666667,2.181818182,,1
390,1,8,Maruim,1,17,1 ano,masculino,pardo,1,5,1,1,5,5,5,2,1,1,1,1,5,5,,2,3,1,1,1,5,5,2,3,4,2,,5,4,1,3,2,4,2,1,3,1,1,,2,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1,1,1,5,5,5,1,1,1,1,1,1,1,1,1,1,1,2,2,5,2,5,2,,1,1,5,5,1,1,1,,,,,,2.4,,2.75,1.666666667,,2,0,1,0,0,1,0,0,0,1,1,1,2,2.888888889,,1,1,5,1,2.333333333,1,3.2,2.5,2.086956522,1.923076923,1.733333333,1
391,1,8,Maruim,1,19,PROSIC primeira etapa,masculino,preto,5,4,2,4,2,3,2,5,2,4,1,2,1,1,1,1,4,3,1,2,5,5,1,1,1,2,5,2,4,1,1,1,5,5,1,5,2,2,1,1,1,1,1,1,1,1,1,1,5,4,5,5,5,2,1,5,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,5,3,4,1,3,5,2,3,2,5,2,3,5,1,1,1,1,1,1,3,3,4,,1,,,2,1,5,5,,2,,,,,,,1.8,4.666666667,4,1,1,1,0,1,0,0,1,0,1,1,0,3.333333333,2.666666667,3,3.222222222,2.125,1.571428571,3.5,5,3.25,3.333333333,1,,2.375,2.583333333,3.307692308,1.285714286,1
392,1,8,Maruim,1,16,1 ano,masculino,preto,2,2,4,4,3,5,1,5,1,2,5,2,2,2,1,1,1,4,3,2,2,3,1,5,3,1,3,1,1,1,2,3,2,1,2,1,4,2,1,1,1,1,1,2,1,5,1,4,1,2,1,,3,1,3,1,5,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,2,2,5,1,4,1,4,1,3,3,1,4,,,3,1,,1,1,2,1,5,2,,,,1,5,5,1,,,,,,,,1.6,3.333333333,1.5,1.333333333,1,1,0,1,0,0,1,0,1,1,0,2.166666667,3,3,3,2.4375,2.142857143,2.285714286,5,2.5,2.444444444,,2.2,1.625,2.391304348,2.461538462,2.171428571,1
393,1,8,Maruim,1,18,PROSIC primeira etapa,masculino,pardo,2,2,2,3,5,4,3,3,2,4,1,4,,4,1,2,3,4,5,4,3,2,1,4,2,1,2,3,4,5,4,3,2,5,4,3,4,1,2,3,4,5,1,2,3,4,5,4,3,5,4,3,2,1,2,3,4,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,2,3,4,5,2,3,4,1,2,3,4,5,1,2,3,4,5,4,5,4,3,2,1,2,,1,1,5,4,1,2,,,,,,,3.4,2.333333333,2.75,4,3,1,0,1,0,0,1,0,1,0,0,3.333333333,3,2,2.888888889,,3.142857143,3,4,2.5,3.222222222,3.166666667,3,3.375,2.956521739,3,3.103174603,1
394,1,8,Maruim,1,17,PROSIC primeira etapa,masculino,branco,3,4,3,3,2,3,4,3,4,2,5,2,3,4,3,5,4,4,2,4,3,2,4,4,1,2,3,2,5,3,2,2,4,1,3,3,,,2,3,5,2,3,3,2,4,5,1,3,4,2,1,4,1,5,2,4,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,4,2,3,2,3,2,4,5,5,2,3,3,2,1,1,1,1,1,1,4,4,4,4,4,,,5,1,5,5,1,1,,,,,1,Jogar Free Fire,2.8,3.666666667,,2.666666667,3.5,1,0,1,0,1,0,1,0,0,1,3,2.333333333,1,3.222222222,3.25,3,2.875,5,2.75,3.222222222,1,4,2.8,3.125,3.076923077,2.666666667,1
395,1,8,Maruim,1,18,1 ano,masculino,branco,3,4,2,3,4,2,2,2,3,1,,,,1,3,,,1,,1,,2,1,4,4,1,,1,2,,,,,,2,5,,,2,4,,5,1,,5,,2,4,,1,3,,,,5,,,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,4,,3,2,,2,5,4,5,1,,,3,1,1,1,1,1,1,3,3,3,3,3,,,5,1,5,5,1,1,,,,,1,,,,,3.666666667,,1,0,1,0,1,0,0,0,0,1,,2.333333333,1,2.777777778,,,3,4,,3.333333333,1,3,2.75,2.25,3.222222222,2,1
397,1,8,Maruim,1,18,1 ano,masculino,,1,1,1,5,5,5,1,5,1,1,5,1,5,,1,3,3,4,1,,3,,1,3,5,,,5,2,,1,2,1,1,,2,5,,2,1,2,3,1,2,,2,1,5,2,5,2,3,1,2,2,1,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,2,2,2,5,4,4,1,1,2,1,1,1,1,1,1,1,1,1,,2,2,1,2,,1,1,5,4,1,1,,,,1,,,,,,,2,2,0,0,0,0,0,0,0,0,0,1.333333333,1.666666667,,2.777777778,,,2.375,2,2.25,2.333333333,1,,2.25,2.619047619,2.307692308,1,1
397,1,8,Maruim,1,18,1 ano,masculino,preto,2,4,2,4,2,3,2,4,5,1,3,3,3,2,3,2,3,,,3,4,4,1,4,1,1,3,4,4,,3,3,5,1,2,,5,4,4,2,2,2,3,3,4,3,4,2,1,2,4,2,3,2,3,2,5,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,5,1,3,4,4,5,4,4,4,1,3,2,1,1,2,4,1,2,1,1,1,2,3,5,,,,,2,4,,1,,,,,1,,,3.333333333,,2,3,1,0,1,0,0,1,0,0,0,1,2.5,1.666666667,3,3.111111111,,2.857142857,2.875,4,3.25,3.111111111,1.833333333,2.4,2.928571429,2.727272727,3.153846154,2.363492063,1
398,1,8,Maruim,1,16,PROSIC primeira etapa,masculino,preto,2,4,2,2,2,2,2,4,2,2,1,1,1,3,3,4,2,4,3,3,4,4,3,2,3,4,4,2,3,3,3,,1,3,4,4,2,5,4,3,2,1,4,2,3,3,4,3,1,3,3,3,2,2,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,3,2,1,5,2,2,2,5,4,3,3,1,4,4,5,,4,4,2,2,3,3,4,2,,2,1,5,5,1,2,,1,,,,,,3,4,2.666666667,3,1,0,0,0,0,1,0,0,0,0,3.5,4,3,2.444444444,2.6875,2.857142857,2.125,2,2.5,3,,2.8,2.866666667,2.5,2.846153846,2.828571429,1
399,1,8,Maruim,1,18,PROSIC primeira etapa,masculino,pardo,5,5,5,1,1,1,5,1,5,3,1,3,3,5,5,5,1,5,5,5,3,4,3,2,3,4,5,2,2,3,3,2,3,1,3,,2,3,4,3,4,3,1,2,3,4,5,4,3,1,2,3,4,5,4,3,2,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,2,3,4,1,4,3,2,5,4,3,2,1,1,2,3,4,5,4,1,2,3,4,5,2,,4,,5,5,1,1,,1,1,1,,,2.8,4,,3,4,1,0,1,0,0,1,0,1,0,1,2.666666667,3,2,3.222222222,3.5,3.142857143,3,5,2.5,2.777777778,3.166666667,3,2.933333333,3.333333333,2.692307692,3.103174603,1
400,1,8,Maruim,4,15,,feminino,pardo,2,2,5,1,5,3,4,4,5,4,1,1,3,1,1,1,1,1,1,1,5,1,5,1,3,1,5,1,5,5,3,2,5,1,2,5,3,2,4,1,5,3,5,5,1,1,1,1,1,5,4,3,5,2,3,,3,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,2,1,1,5,2,5,4,1,2,2,2,1,1,5,5,5,5,5,4,3,2,3,3,2,1,,1,1,5,3,1,1,,1,,1,,,3.2,5,2.75,2,4.5,0,1,1,0,0,1,1,0,0,2,1.666666667,2.666666667,2,3.444444444,1.9375,2.142857143,3.571428571,6,2.25,2.222222222,4.833333333,2.6,3.1875,2.434782609,2.230769231,3.192063492,1
401,1,8,Maruim,4,15,3 fase,feminino,branco,5,5,1,1,2,2,1,2,1,5,1,1,3,3,,1,5,3,3,1,2,5,5,4,5,5,5,3,3,5,5,1,4,3,4,3,1,3,1,1,1,1,1,1,1,1,,1,4,4,4,2,,5,1,5,5,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,5,3,4,5,5,,,2,4,3,1,4,3,5,5,,3,2,1,5,5,5,5,5,1,feia e etc,1,,5,,1,1,,,1,,,,3.8,4,3.5,2,1,1,1,1,0,1,0,0,1,0,0,3.333333333,,1,2.222222222,,,3.714285714,5,4.25,3.142857143,,5,2.875,3.318181818,3.545454545,5,1
402,1,8,Maruim,4,16,terceira fase,feminino,branco,5,2,3,4,3,4,3,2,3,5,4,3,4,4,4,2,3,3,1,1,5,2,3,3,5,2,4,4,5,4,3,2,4,3,3,2,2,3,3,2,5,2,2,5,1,1,1,5,5,5,5,5,3,1,,5,1,0,1,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,3,2,2,2,3,3,5,3,3,3,4,3,4,5,5,5,3,3,5,3,2,2,3,5,1,,1,1,5,4,1,1,,1,,,,,3.2,3.333333333,3,2.333333333,4,2,1,1,0,1,0,0,1,0,1,3.333333333,2.333333333,1,3.222222222,3.25,2.857142857,3.571428571,7,2.25,3.444444444,4.333333333,3,3.125,3.347826087,3.076923077,3.396825397,1
403,1,8,Maruim,4,13,terceira fase,feminino,preto,1,1,5,5,5,5,,5,1,1,5,5,5,5,5,,1,5,5,,5,5,5,1,1,,1,5,1,1,1,,1,1,5,1,,1,5,5,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,5,5,5,5,5,1,1,1,5,5,5,5,5,5,1,1,1,1,1,,,1,1,1,2,,1,1,5,1,1,1,,,,1,,,,1,,3.666666667,5,0,1,0,0,0,1,0,0,0,1,5,5,3,3.5,,5,5,3,5,3.666666667,1.666666667,,2.538461538,4.272727273,4.076923077,3.333333333,1
404,1,8,Maruim,4,13,6,masculino,branco,5,1,3,,,3,2,2,2,1,3,1,1,2,4,3,1,3,5,2,3,5,2,2,4,1,3,4,4,5,2,3,4,3,2,5,5,3,5,2,5,5,1,3,5,4,2,3,5,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,3,2,5,1,3,,5,4,2,5,3,5,1,1,1,1,1,1,2,,4,4,5,2,,,2,1,,1,1,1,,,,,,3,3,3,3,5,1,0,0,0,1,0,0,1,0,0,3.333333333,,1,2.571428571,2.625,3.285714286,1,3,2.75,3.5,1,,3.625,2.083333333,3.25,2.142857143,1
405,1,8,Maruim,4,15,terceira fase,feminino,pardo,4,5,1,2,3,5,2,1,5,2,4,3,5,4,1,2,2,2,1,1,4,3,2,4,5,3,4,4,1,4,1,3,4,2,3,1,5,3,4,4,2,5,1,3,1,1,2,3,4,2,2,2,2,2,2,2,2,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,2,1,2,3,4,5,3,2,4,5,1,3,3,5,3,1,5,4,1,5,4,5,2,2,,2,1,5,3,,1,,1,,,,,2.4,3.333333333,1.75,4,3,1,1,0,0,0,1,0,1,0,0,3,2,2,3.111111111,2.8125,2.142857143,2,4,1.5,3.333333333,3.5,3.4,3.125,2.541666667,2.769230769,3.014285714,1
406,1,8,Maruim,4,14,terceira fase,feminino,pardo,4,2,3,2,2,3,3,3,1,3,1,1,1,5,1,1,3,1,1,2,1,1,5,1,5,1,2,5,3,2,2,1,1,1,4,1,5,2,1,1,1,1,2,4,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,1,1,1,1,5,5,5,1,1,1,1,1,5,4,5,1,1,2,2,1,4,2,1,2,,,1,5,1,1,2,,,,,,,1.8,1.333333333,1.25,2,1,0,1,1,0,0,1,0,1,0,1,1,1,2,2.555555556,2.0625,1.571428571,1,5,1,2.333333333,3,2,2,1.708333333,1.923076923,2.19047619,1
407,1,8,Maruim,4,16,6,masculino,pardo,2,4,1,,3,,2,3,5,2,5,1,1,3,2,3,4,1,1,5,1,4,3,4,1,1,4,5,1,3,,,2,4,1,1,5,4,5,1,3,,2,3,1,3,2,4,2,1,1,1,5,1,1,1,1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,3,1,2,1,2,5,5,5,1,1,1,1,1,1,1,1,2,5,1,1,,5,3,2,1,,,,1,,1,,,,1,,,,,2.333333333,2.5,,4,2,0,1,0,0,1,1,0,0,0,1.166666667,1,2,2.857142857,2.5625,2.428571429,1.5,5,1.75,2.444444444,1.833333333,,2.769230769,2.208333333,2.230769231,2.130952381,1
408,1,8,Maruim,4,14,terceira fase,masculino,preto,4,1,5,5,5,5,1,4,5,3,4,5,5,5,4,4,3,5,4,5,5,1,1,5,4,1,1,5,1,2,4,5,3,1,2,3,2,5,1,2,3,3,1,1,1,1,1,5,5,4,1,1,1,1,1,3,3,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,2,3,4,1,5,5,4,3,2,3,5,4,1,4,4,3,4,4,3,2,5,2,3,2,,,1,5,1,1,1,1,1,,1,,,2.6,1.666666667,3.25,2.333333333,2,1,1,0,1,0,1,0,0,0,0,3,1.333333333,3,3.888888889,3.9375,2.142857143,1.875,4,2.5,3.555555556,3.333333333,3,2.4375,3.25,3.230769231,2.825396825,1
409,1,8,Maruim,4,14,6,feminino,preto,1,2,1,4,5,,1,3,4,3,,1,3,2,1,1,4,1,1,1,3,3,3,3,3,2,2,5,3,3,3,3,2,2,1,1,3,2,1,3,2,3,1,1,1,1,1,1,1,3,1,2,2,2,1,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,5,1,3,1,2,3,4,3,2,3,,3,2,1,2,1,2,1,2,1,2,1,2,3,2,,2,1,4,,,2,,,,1,,,2.8,1.666666667,2,2.333333333,1.5,1,1,1,0,0,1,1,0,0,0,,2.666666667,3,2.625,,1,1.625,5,2.5,2.75,1.5,1.8,2.4375,2,2.666666667,1.433333333,1
410,1,8,Maruim,4,14,terceira fase,feminino,pardo,5,5,2,2,2,3,1,2,1,1,1,2,2,1,1,1,3,1,1,1,2,5,2,1,2,2,5,,2,2,3,2,4,3,2,3,4,5,3,2,3,5,1,2,1,2,3,2,3,1,2,2,1,1,1,2,3,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,2,3,2,2,2,3,5,4,3,3,3,2,3,1,3,3,2,3,5,3,2,1,1,5,2,,,1,5,4,1,1,,1,,1,,,2.2,,3.25,3,3,0,2,1,0,0,1,1,0,1,0,2.666666667,2,2,2.555555556,1.6875,2,1.625,6,2.25,3.111111111,2.833333333,2.4,3,1.666666667,2.846153846,2.411111111,1
411,1,8,Maruim,4,14,6,masculino,pardo,1,1,,,5,,1,,1,1,,1,,1,,1,5,,1,,1,,1,,5,1,1,5,1,,,1,1,,1,,5,,1,1,,1,1,,1,,1,,1,,1,,1,1,1,,1,1,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,1,,1,1,,5,,5,,1,,1,,1,,1,,,1,1,,1,,1,2,,1,1,2,1,,1,,1,,,1,,,1,,1,,1,3,1,0,0,1,0,1,0,1,,,2,1.8,,,1,8,,3,,,1.727272727,1.571428571,2.142857143,,1
412,1,8,Maruim,4,14,terceira fase,feminino,branco,5,3,2,2,3,,2,4,3,5,5,3,4,4,4,2,3,3,1,1,5,2,3,3,5,2,4,4,5,4,3,2,4,3,3,2,2,4,3,2,5,1,2,5,1,1,1,4,3,5,5,1,1,1,,2,,0,1,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,3,2,3,3,1,5,3,5,1,2,2,3,5,2,3,1,1,2,5,3,3,3,1,5,1,intimidada e excluída,,1,2,1,1,2,1,1,1,1,,,3.2,3.333333333,3.25,2,4,2,1,1,0,1,0,1,0,0,1,2.333333333,1.666666667,1,3,3.3125,2.428571429,2.5,7,2.75,3,2.333333333,3,3.0625,3.090909091,2.923076923,2.587301587,1
415,1,8,Maruim,3,19,3 ano,feminino,pardo,4,2,4,4,4,5,4,5,5,2,,,4,4,1,1,5,2,,4,3,1,3,3,4,1,5,1,2,5,3,2,3,5,1,,2,5,1,3,2,1,1,3,1,1,2,3,3,1,4,4,4,4,1,1,,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,3,1,2,1,1,3,4,3,2,4,3,3,3,3,3,3,3,3,3,3,2,4,4,5,2,,1,1,5,3,1,1,,,,1,,,2.6,4.333333333,,1.666666667,1.5,0,1,0,0,0,1,0,1,0,0,2.666666667,2.666666667,2,4.111111111,,2,2.714285714,3,1.75,2.888888889,3,3.6,2.466666667,2.8,2.538461538,2.866666667,1
416,1,8,Maruim,3,18,Prosic 3 etapa,masculino,pardo,4,2,1,1,2,2,2,2,2,3,1,2,1,2,1,1,3,2,1,1,5,5,2,1,1,1,5,2,2,2,2,1,4,5,1,3,1,4,2,5,1,1,1,1,1,1,1,1,2,1,2,1,1,2,1,1,2,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,3,4,5,5,5,5,5,4,5,5,5,1,1,1,1,1,1,1,5,5,5,5,5,2,,2,1,5,3,1,1,1,,,1,1,jogos,1.6,4.333333333,4.25,2.333333333,1.5,2,0,0,0,0,1,0,0,0,0,4.166666667,1,2,2,2,1.142857143,1.375,3,4,4.444444444,1,5,2.375,1.791666667,4.307692308,2.380952381,1
417,1,8,Maruim,3,18,Prosic 3 etapa,masculino,branco,1,5,1,1,1,2,1,1,2,4,1,4,1,1,1,1,3,1,1,2,3,5,1,1,1,1,4,1,4,1,1,1,5,5,1,5,1,5,4,1,3,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,3,4,5,5,5,5,5,5,4,5,5,5,1,1,1,1,1,1,1,5,5,5,5,5,2,,3,1,5,5,1,1,,,1,1,,,1.6,4.666666667,5,1,3.5,2,0,1,0,1,0,1,0,0,1,4.166666667,1,1,1.666666667,1.9375,1.285714286,1,6,4.25,4.444444444,1,5,2.4375,1.625,4.384615385,2.428571429,1
418,1,8,Maruim,3,18,prosic 3 etapa,feminino,pardo,4,5,3,4,3,3,2,3,2,3,2,3,4,1,1,1,3,2,1,2,1,2,1,4,5,2,3,4,3,3,2,3,3,1,2,3,2,5,5,2,1,1,1,2,1,1,1,2,2,2,2,2,2,4,4,5,5,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,2,2,2,2,4,5,5,4,2,1,2,3,2,2,5,4,4,2,3,3,4,5,5,5,1,ja mim sentir sozinho na escola quando eu não tinha amigos pensando que ninguém nunca ia gosta de mim e de mim ter por perto,1,1,5,5,1,1,,1,,1,,,2.6,2.666666667,3.25,1.666666667,3,0,2,1,0,0,1,0,1,1,0,2.333333333,1.333333333,2,3.222222222,2.25,1.428571429,3.25,6,2,3.111111111,3.333333333,4.4,2.5,2.583333333,2.769230769,3.053968254,1
419,1,8,Maruim,3,19,prosic 3 etapa,feminino,pardo,4,4,2,4,2,4,4,4,2,3,1,1,3,3,1,1,3,1,3,2,5,5,2,1,1,1,5,3,2,1,2,3,5,3,3,,1,5,3,1,5,1,4,4,1,1,1,1,2,2,2,5,5,2,1,5,5,0,1,1,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,,2,2,2,5,5,5,5,5,5,,2,5,3,4,4,2,4,4,4,4,,4,4,1,"Humilhações, apelidos",,1,5,2,,1,,1,,1,,,1.8,4.333333333,,1.666666667,4,1,1,1,1,0,1,0,1,0,0,,1,2,3.333333333,2.25,2,3.375,6,,4.625,3.5,,2.6,2.625,3.909090909,2.75,1
420,1,8,Maruim,3,18,prosic 3 etapa,masculino,pardo,4,4,1,2,1,2,1,2,1,4,1,1,4,3,1,2,4,3,1,2,2,2,2,2,3,1,2,3,2,1,2,1,4,4,1,3,1,3,3,2,1,1,1,1,1,1,1,2,2,2,3,3,3,,2,3,2,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,2,2,3,3,4,4,5,5,3,4,2,2,2,1,2,1,1,2,2,4,2,4,5,5,2,,1,1,5,4,1,1,,1,1,1,1,e jogar um pouquinho ;),1.4,3,3.75,1.333333333,2,2,0,1,0,0,1,0,1,1,0,2.833333333,1.333333333,2,2,2.3125,1.285714286,2.571428571,6,2.5,3.444444444,1.5,4,2,2.391304348,3.153846154,2.261904762,1
421,1,8,Maruim,3,18,Prosic 3 etapa,feminino,preto,5,3,1,2,1,2,1,1,1,5,2,,4,1,1,2,2,4,1,3,5,1,4,1,5,2,5,1,5,1,2,2,4,4,2,4,1,5,5,1,2,1,1,2,1,1,1,1,2,2,3,1,1,2,2,,3,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,3,3,2,5,1,5,5,5,5,5,5,5,5,1,5,3,1,3,1,4,2,5,5,1,2,,1,1,4,2,1,1,,,,1,,,2.4,4.666666667,4.5,1.333333333,3.5,1,1,1,0,0,1,0,1,1,0,4.333333333,1,3,1.888888889,,1.285714286,2,6,3.25,4.555555556,2.333333333,3.4,2.625,2.5,4.153846154,2.33968254,1
422,1,8,Maruim,3,17,prosic 3 etapa,feminino,branco,4,4,2,2,2,3,2,4,1,2,1,1,1,1,1,1,,3,1,1,1,3,1,2,1,1,5,1,3,2,1,1,5,5,1,4,1,5,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,5,5,5,5,5,5,5,5,5,5,5,4,4,5,4,4,5,2,5,1,1,1,1,1,2,,2,1,5,5,1,1,,,1,1,,,1.6,5,4.75,1,2,2,1,1,0,1,0,0,1,1,0,4.666666667,1,1,2.666666667,,1,1,7,5,4.777777778,4.166666667,1,2.25,1.260869565,4.846153846,2.055555556,1
423,1,8,Maruim,3,19,prosic 3 etapa,masculino,preto,5,2,4,1,1,1,1,1,1,3,1,4,3,2,4,1,1,1,1,1,2,2,1,1,3,1,5,1,5,1,1,1,5,5,1,5,1,5,5,1,1,5,1,1,1,1,1,3,5,5,5,5,1,5,1,5,4,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,5,1,4,4,5,4,5,5,4,4,5,2,4,1,1,,2,3,1,5,2,5,3,5,2,,2,1,5,5,1,1,,,,,1,Trabalho,1.8,5,5,2.333333333,3,2,0,1,0,0,1,1,0,1,0,4,1.333333333,3,1.888888889,1.9375,1.857142857,3.875,6,3.5,4.222222222,,4,2.75,2.583333333,4,2.928571429,1
424,1,8,Maruim,3,18,prosic 3 etapa,feminino,branco,4,4,1,2,1,2,1,2,2,3,4,3,2,1,3,4,4,1,,1,3,4,3,4,3,1,4,3,3,2,1,1,3,3,4,3,3,4,3,4,4,4,1,1,1,2,2,1,3,3,3,,3,1,,1,2,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,4,4,4,3,3,5,5,3,2,3,1,2,5,1,1,1,1,1,1,1,4,4,4,4,2,,,1,5,5,1,,1,1,,,,,1.6,3.333333333,3.25,4,3.5,0,1,1,0,1,0,0,0,0,0,2.666666667,1.666666667,1,2.111111111,,1.571428571,2.166666667,3,3.75,3.222222222,1,3.4,2.875,2.666666667,3.384615385,1.99047619,1
425,1,8,Maruim,3,18,prosic 3 etapa,masculino,branco,1,5,1,1,1,2,2,2,5,4,1,1,2,4,1,1,3,3,1,3,5,5,4,4,3,2,5,4,3,1,1,2,5,5,1,5,5,5,1,2,1,5,1,3,1,1,2,4,3,1,2,5,1,2,5,5,5,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,5,3,2,5,5,3,5,1,5,5,5,5,4,1,1,1,3,2,1,4,4,5,4,5,2,,2,1,5,3,,1,1,1,,,,,1.8,4,4,2.666666667,1,3,0,1,0,1,0,0,1,0,1,4.833333333,3,1,2.222222222,2.8125,2.142857143,3.25,7,3.75,4.222222222,1.5,4.4,3,2.958333333,4.076923077,2.680952381,1
