Cidade,Sexo,cor_da_pele,Idade,Escala_1,Escala_2,Escala_5,Escala_8,Escala_10,Escala_11
Estância,masculino,Branco,15.0,2.88889,3.1250,1.71429,5.00,3.66667,4.0
Estância,,Pardo,15.0,3.33333,2.4375,2.14286,3.00,3.33333,3.2
Estância,masculino,Preto,15.0,3.33333,,2.42857,3.25,4.83333,2.0
Estância,feminino,Pardo,15.0,3.22222,2.1250,1.14286,3.50,2,2.8
Estância,feminino,Preto,15.0,2,,1,3.00,1,2.0
Estância,feminino,Pardo,15.0,3.11111,2.7500,1,1.00,1,3.0
Estância,feminino,Pardo,15.0,2.11111,1.9375,1.71429,2.75,1,4.0
Estância,feminino,Pardo,15.0,2.77778,2.2500,2,4.00,1.83333,3.6
Estância,feminino,Pardo,15.0,2.55556,1.8125,1.28571,4.00,2.83333,2.8
Estância,masculino,Branco,15.0,4.11111,2.9375,1.14286,3.25,3.16667,2.6
Estância,feminino,Pardo,15.0,3.11111,2.5000,3.14286,3.00,1.83333,3.0
Estância,masculino,Pardo,15.0,2.66667,2.0625,1.71429,5.00,2,3.6
Estância,feminino,Pardo,15.0,2.33333,1.5625,1,2.25,1,3.6
Estância,feminino,Branco,15.0,2.77778,2.2500,1.57143,,,
Estância,feminino,Pardo,15.0,2.33333,1.8750,1,2.00,2.33333,4.6
Estância,masculino,Pardo,15.0,4.22222,2.0625,3.28571,2.25,4.16667,2.4
Estância,masculino,Branco,15.0,2.33333,2.5000,2.28571,2.50,,3.4
Estância,masculino,Pardo,15.0,3.33333,1.9375,1.85714,3.00,2.16667,3.2
Estância,masculino,Pardo,15.0,3.11111,2.6250,1.57143,3.00,4.16667,4.0
Estância,feminino,Pardo,15.0,2.55556,1.5625,1.14286,2.50,1.5,2.8
Estância,feminino,Preto,15.0,,1.5000,1,5.00,1,4.6
Estância,feminino,,15.0,,,,,,
Estância,masculino,Pardo,15.0,1.77778,2.2500,1.42857,4.75,1.5,4.6
Estância,masculino,Pardo,15.0,3.11111,2.6875,1.71429,2.25,3.83333,2.8
Estância,masculino,Preto,15.0,3,2.8750,2.28571,4.25,2.66667,3.6
Estância,masculino,Branco,15.0,3.11111,2.3125,1.14286,3.00,2.16667,2.6
Estância,feminino,Branco,15.0,2.44444,1.3750,1,5.00,1.5,4.4
Estância,masculino,Pardo,15.0,3.22222,2.5625,2.28571,4.50,3.66667,2.6
Estância,feminino,Preto,15.0,,1.8750,1,4.50,1.66667,3.4
Estância,masculino,Branco,15.0,3.22222,2.3750,2.14286,4.75,4.66667,1.8
Estância,masculino,Branco,15.0,1.55556,2.3125,2,4.00,1.66667,3.2
Estância,masculino,Preto,15.0,3.11111,2.3750,1.14286,5.00,4.16667,1.6
Simão Dias,masculino,Pardo,15.0,,2.0000,1.42857,3.50,5,2.4
Simão Dias,feminino,Branco,15.0,1.55556,1.3750,1,4.00,1.33333,3.8
Simão Dias,masculino,Pardo,15.0,1.66667,1.3750,1.28571,4.25,1,3.2
Simão Dias,feminino,Pardo,15.0,2.22222,1.3125,1,3.50,1.83333,3.4
Simão Dias,feminino,Pardo,15.0,2.11111,,1.14286,,2.16667,2.6
Simão Dias,masculino,Pardo,15.0,,1.3750,1,4.00,1.33333,4.0
Simão Dias,masculino,Pardo,15.0,1.77778,1.6875,1.28571,4.50,1.66667,3.8
Simão Dias,masculino,,15.0,2.33333,1.3125,1.14286,3.25,1.33333,4.0
Simão Dias,masculino,Pardo,15.0,2,1.4375,1,4.00,1,4.0
Simão Dias,masculino,Preto,15.0,3.88889,2.1250,2.28571,,,
Simão Dias,feminino,Pardo,15.0,1.55556,2.1250,1.42857,1.25,,
Simão Dias,masculino,Pardo,15.0,1.66667,1.2500,1.14286,2.00,1.33333,3.4
Simão Dias,feminino,Pardo,15.0,1.66667,1.4375,1,5.00,2.5,3.2
Simão Dias,feminino,Branco,15.0,2.11111,1.7500,1.28571,4.00,2.33333,4.0
Simão Dias,masculino,Pardo,15.0,2.22222,1.3750,1,3.50,,
Simão Dias,masculino,Branco,15.0,2.22222,1.3125,1.57143,4.25,2.83333,3.0
Simão Dias,masculino,Branco,15.0,2.88889,,1.85714,4.00,2.83333,2.6
Simão Dias,masculino,Pardo,15.0,2.88889,1.8125,1,4.00,1.16667,3.4
Simão Dias,feminino,Pardo,15.0,2.77778,2.9375,1.14286,2.25,1.33333,
Simão Dias,feminino,Pardo,15.0,2.55556,1.3125,1,4.50,3.66667,2.4
Simão Dias,masculino,Pardo,15.0,2.66667,1.8750,,3.00,2.5,2.2
Simão Dias,masculino,Branco,15.0,2.55556,2.0625,1.14286,3.75,4.66667,2.2
Simão Dias,feminino,Pardo,15.0,2.33333,2.1250,2.14286,3.50,1.5,2.8
Simão Dias,feminino,Branco,15.0,2.55556,2.5625,1.57143,2.75,1.5,2.0
Simão Dias,feminino,Preto,15.0,1.22222,1.5625,1,5.00,1.16667,3.8
Simão Dias,feminino,Pardo,15.0,1.55556,1.8750,1,5.00,1,4.2
Simão Dias,masculino,Pardo,15.0,1.66667,1.5625,1.14286,3.75,2,3.4
Simão Dias,feminino,Pardo,15.0,1.66667,1.8750,1.57143,3.00,1.16667,4.0
Simão Dias,masculino,Preto,15.0,1.44444,1.5000,1,,1,3.8
Simão Dias,feminino,Preto,15.0,1.88889,1.8750,1.71429,3.75,4,2.4
Simão Dias,feminino,Pardo,15.0,2.44444,1.8125,1,3.00,2,3.0
Simão Dias,feminino,Pardo,15.0,2.22222,2.4375,1.42857,2.00,1,3.0
Simão Dias,masculino,Pardo,15.0,2.88889,2.1875,1.57143,3.50,3.83333,1.0
Simão Dias,masculino,Pardo,15.0,2.44444,2.0625,1.42857,4.75,2.5,3.0
Simão Dias,feminino,Pardo,15.0,2.44444,1.3750,1,3.75,1.33333,4.2
Simão Dias,feminino,Branco,15.0,2.44444,1.5625,1,3.75,1.66667,3.4
Simão Dias,feminino,Pardo,15.0,2.33333,1.5625,1.71429,4.25,2.5,2.2
Simão Dias,masculino,Preto,15.0,4.44444,3.5625,3.85714,4.00,5,1.0
Simão Dias,masculino,Pardo,15.0,4.44444,3.0000,3.85714,4.25,4.5,1.8
Simão Dias,,Pardo,15.0,2.44444,1.5000,1.71429,3.25,2.83333,2.8
Simão Dias,masculino,Branco,15.0,2.66667,2.5625,1.28571,4.25,2.33333,2.8
Simão Dias,masculino,Branco,15.0,2.66667,2.4375,1.42857,4.25,2.33333,3.2
Simão Dias,masculino,Pardo,15.0,2.66667,2.2500,1.71429,2.75,3.33333,3.6
Simão Dias,feminino,Pardo,15.0,1.66667,1.5000,1.28571,3.50,1,4.6
Simão Dias,feminino,Pardo,15.0,1.88889,1.5000,1.28571,4.25,3.16667,2.4
Simão Dias,masculino,,15.0,2,1.0625,1,5.00,1,4.2
Simão Dias,masculino,Branco,15.0,1.66667,1.1250,1,5.00,2,2.8
Simão Dias,feminino,Pardo,15.0,2.22222,,1.28571,3.75,1.5,3.4
Simão Dias,masculino,Preto,15.0,2.44444,2.0625,1.85714,2.00,3.66667,3.2
Simão Dias,feminino,Pardo,15.0,1.88889,2.0625,1,4.75,1,5.0
Simão Dias,masculino,Pardo,15.0,1.77778,1.4375,1.14286,4.50,3.5,4.6
Simão Dias,feminino,Pardo,15.0,2,1.4375,1.14286,5.00,1,
Simão Dias,feminino,Preto,15.0,2.22222,1.6875,1.28571,3.00,1.66667,4.2
Simão Dias,masculino,Pardo,15.0,2.22222,1.0000,1,1.00,1,4.4
Simão Dias,feminino,Branco,15.0,2,1.4375,1,2.50,1,3.2
Simão Dias,feminino,Branco,15.0,2.66667,1.6875,1.42857,3.50,2.66667,2.8
Simão Dias,masculino,,15.0,2.44444,1.8125,1.14286,1.00,1.16667,4.0
Simão Dias,masculino,Pardo,15.0,2.11111,1.1875,1,4.50,2.33333,3.4
Simão Dias,masculino,Pardo,15.0,2.11111,1.8750,2,4.00,,3.0
Simão Dias,masculino,Pardo,15.0,3.33333,1.5000,1,5.00,3.66667,2.2
Simão Dias,feminino,Pardo,15.0,2.55556,1.6250,1,5.00,1,4.4
Simão Dias,feminino,Pardo,15.0,2.44444,,1,4.25,1.66667,2.6
Simão Dias,masculino,Pardo,15.0,,2.3125,1.57143,2.50,,3.4
Simão Dias,masculino,Pardo,15.0,2.44444,2.5000,1.57143,2.50,2.16667,3.2
Simão Dias,feminino,Preto,15.0,1.77778,1.6250,1.28571,3.00,1.16667,3.4
CamBrito,feminino,Pardo,15.0,1.44444,1.3125,1,5.00,1,5.0
CamBrito,feminino,Branco,15.0,1.66667,,1.14286,4.50,1,3.6
CamBrito,feminino,,15.0,2.77778,2.1875,1,,,
CamBrito,masculino,Branco,15.0,1.88889,2.1250,1.14286,3.75,1.83333,1.8
CamBrito,feminino,Branco,15.0,1.55556,1.5000,1,4.25,1,5.0
CamBrito,feminino,Pardo,15.0,1.88889,1.3750,1,3.25,1.66667,3.0
CamBrito,masculino,Branco,15.0,,1.4375,1.28571,4.75,4.33333,4.4
CamBrito,feminino,Branco,15.0,2.11111,2.0000,1,4.00,1,4.2
CamBrito,feminino,Branco,15.0,1.55556,1.4375,1.57143,3.00,1.33333,3.4
CamBrito,masculino,Pardo,15.0,1.88889,1.5625,1,3.00,1.83333,3.4
CamBrito,feminino,Branco,15.0,1.88889,1.8125,1.28571,5.00,,
CamBrito,feminino,Pardo,15.0,2,1.8125,1,2.75,2.83333,
CamBrito,masculino,Pardo,15.0,2.44444,2.0625,1.71429,4.50,2.66667,2.8
CamBrito,masculino,Pardo,15.0,2.88889,1.5000,1.14286,5.00,2.33333,4.0
CamBrito,feminino,Pardo,15.0,2.22222,1.4375,1.14286,3.50,,2.0
CamBrito,feminino,Pardo,15.0,2.77778,2.0625,2.71429,4.00,3.83333,3.8
CamBrito,feminino,Pardo,15.0,2.11111,1.8750,2.28571,4.75,3.83333,3.8
CamBrito,masculino,Pardo,15.0,2.11111,2.1875,2,4.00,3.5,3.2
CamBrito,feminino,Pardo,15.0,2.22222,1.5000,1.71429,4.75,2.5,3.4
CamBrito,feminino,Pardo,15.0,4.55556,1.7500,1.71429,2.25,1.83333,3.0
CamBrito,masculino,Pardo,15.0,,2.5000,2.71429,2.75,,3.6
CamBrito,masculino,,15.0,2.55556,2.1875,1,2.25,3.16667,4.0
CamBrito,masculino,Preto,15.0,2.33333,1.4375,1,5.00,,4.8
CamBrito,feminino,Pardo,15.0,2.11111,1.6875,1.28571,5.00,2.5,3.2
CamBrito,feminino,Branco,15.0,1.77778,1.1250,1,5.00,1,3.0
CamBrito,masculino,Branco,15.0,2.66667,2.7500,1.42857,4.00,1.66667,3.8
CamBrito,masculino,Preto,15.0,3.66667,2.0625,2.85714,4.50,4.66667,2.0
CamBrito,feminino,Pardo,15.0,1.88889,2.1875,1,5.00,1.33333,3.4
CamBrito,feminino,Pardo,15.0,2.11111,1.3750,1.85714,3.50,1.33333,4.6
CamBrito,masculino,Pardo,15.0,2.66667,1.5625,1,,2.83333,3.2
CamBrito,masculino,Pardo,15.0,1.88889,1.4375,1,3.00,1,5.0
CamBrito,feminino,Preto,15.0,2.66667,2.3750,3.14286,2.00,2.83333,4.6
CamBrito,masculino,Pardo,15.0,1.55556,1.2500,1,5.00,1,4.4
CamBrito,feminino,Branco,15.0,1.66667,1.6875,1.42857,4.00,1.66667,4.0
CamBrito,feminino,Pardo,15.0,1.66667,1.5625,1.14286,1.50,1.33333,2.8
CamBrito,feminino,Branco,15.0,2.77778,1.9375,1.42857,2.75,4,3.2
CamBrito,masculino,Pardo,15.0,1.55556,1.1250,1.28571,3.00,1.16667,4.0
CamBrito,feminino,Pardo,15.0,1.44444,1.4375,1,4.00,1.16667,3.6
CamBrito,masculino,Pardo,15.0,2.66667,1.6250,1.14286,3.50,3.5,3.0
CamBrito,masculino,Branco,15.0,2.11111,1.2500,1.14286,4.00,5,2.8
CamBrito,feminino,Branco,15.0,,1.6875,1,5.00,2,3.6
CamBrito,masculino,Branco,15.0,2.66667,1.5625,1.57143,5.00,1.83333,3.0
CamBrito,masculino,Preto,15.0,2.88889,1.8750,2.14286,4.75,3.5,3.8
CamBrito,masculino,Pardo,15.0,2.77778,1.7500,1,2.00,3.66667,3.4
CamBrito,feminino,Pardo,15.0,1.88889,2.0625,1.57143,3.50,1.83333,3.4
CamBrito,feminino,Branco,15.0,3,1.6250,1.28571,3.00,1.33333,3.6
CamBrito,feminino,Branco,15.0,2,2.1250,1,5.00,2,3.0
CamBrito,feminino,Pardo,15.0,2,2.1250,1.57143,3.50,1,3.2
CamBrito,masculino,Pardo,15.0,3.44444,1.2500,1.42857,4.25,4.16667,1.8
CamBrito,feminino,Branco,15.0,1.66667,1.1875,,5.00,2.33333,4.0
CamBrito,feminino,Pardo,15.0,3.11111,2.5625,1.42857,3.00,1.33333,3.6
CamBrito,feminino,Pardo,15.0,1.77778,,1,3.00,,3.4
CamBrito,masculino,Pardo,15.0,,2.6875,2,3.75,4,3.8
CamBrito,masculino,Pardo,15.0,2.77778,3.0000,3,3.75,4.66667,2.2
CamBrito,feminino,Preto,15.0,1.88889,1.6250,2,3.00,3.16667,4.0
CamBrito,masculino,Branco,15.0,2.11111,2.0000,1.42857,4.25,3.33333,3.6
CamBrito,masculino,Pardo,15.0,1.55556,1.1875,1,5.00,3.66667,3.0
CamBrito,feminino,Pardo,15.0,1.55556,1.2500,1.14286,4.00,1.5,3.8
CamBrito,feminino,Pardo,15.0,,,1.57143,1.25,1.5,3.0
CamBrito,feminino,Branco,15.0,1.88889,2.5625,2.42857,3.00,1,5.0
CamBrito,feminino,Pardo,15.0,2.33333,2.3750,1,1.00,1,2.0
CamBrito,masculino,Pardo,15.0,,,1,5.00,,3.8
CamBrito,masculino,Pardo,15.0,1.88889,1.8750,1,2.25,2.16667,4.6
CamBrito,feminino,Pardo,15.0,,1.9375,2.42857,2.50,1,
CamBrito,masculino,Branco,15.0,3.88889,2.3750,1.14286,1.75,1.33333,4.0
CamBrito,feminino,Pardo,15.0,3.88889,,2.57143,2.25,4.66667,3.2
CamBrito,feminino,Pardo,15.0,2.11111,1.8125,1,2.00,1.83333,4.2
CamBrito,feminino,Pardo,15.0,2.22222,1.9375,1.14286,2.00,1.66667,2.6
Carmo,masculino,,15.0,3.33333,1.6875,1.28571,3.00,2.5,2.8
Carmo,masculino,Branco,15.0,,2.6875,1.57143,3.25,3.16667,3.4
Carmo,feminino,Pardo,15.0,2.55556,2.0000,1.42857,3.50,1,3.8
Carmo,masculino,Pardo,15.0,,1.5625,2.28571,4.25,1.83333,3.8
Carmo,masculino,,15.0,3.11111,2.0000,1.28571,4.00,4.33333,2.4
Carmo,feminino,Pardo,15.0,1.77778,2.1250,1,1.00,1,3.4
Carmo,feminino,Branco,15.0,2.11111,1.7500,1,2.00,1.33333,4.0
Carmo,feminino,,15.0,1.88889,2.2500,,,,
Carmo,feminino,Pardo,15.0,2.66667,,2.85714,2.75,2.33333,2.2
Carmo,feminino,Pardo,15.0,2.88889,1.9375,1,4.75,1.16667,1.8
Carmo,masculino,Pardo,15.0,2.66667,1.5625,1,2.50,3,3.4
Carmo,feminino,,15.0,2.55556,1.8750,1.28571,2.00,2.83333,3.4
Carmo,masculino,Pardo,15.0,2.66667,1.5625,1.71429,3.50,3.83333,3.6
Carmo,feminino,Preto,15.0,1.77778,1.3750,1,5.00,1.66667,2.8
Carmo,masculino,,15.0,3.44444,3.0000,3.57143,2.75,4.66667,3.6
Carmo,masculino,Pardo,15.0,3,2.3125,2.57143,1.25,3.5,3.2
Carmo,feminino,Pardo,15.0,4,2.6250,1,2.50,2.33333,
Carmo,masculino,Pardo,15.0,3.88889,2.6875,2.28571,3.25,3.16667,3.0
Carmo,masculino,Branco,15.0,3.88889,2.6875,2.28571,2.75,3.5,3.0
N.S. Dores,masculino,Preto,15.0,1.77778,2.1875,1.14286,3.75,1.66667,4.0
N.S. Dores,masculino,Preto,15.0,3,,1,1.00,2.16667,3.2
N.S. Dores,masculino,Pardo,15.0,1.77778,1.6250,1,,2,2.2
N.S. Dores,feminino,Preto,15.0,2.11111,1.7500,1.28571,2.50,1.33333,4.6
N.S. Dores,feminino,Pardo,15.0,2.11111,1.6875,1.57143,3.00,2.16667,3.4
N.S. Dores,feminino,Pardo,15.0,2.11111,1.5625,1.14286,4.25,1.16667,2.6
N.S. Dores,masculino,Branco,15.0,2.44444,1.6875,,3.75,3.33333,3.2
N.S. Dores,feminino,Branco,15.0,4.44444,2.6250,2.85714,,2.33333,1.6
N.S. Dores,feminino,Pardo,15.0,1.55556,2.0000,1,1.25,1.33333,4.2
N.S. Dores,feminino,Pardo,15.0,2.22222,1.6250,1,4.00,1.33333,3.4
N.S. Dores,masculino,Preto,15.0,3.22222,,1.14286,4.50,1.33333,4.8
N.S. Dores,feminino,Branco,15.0,1.88889,1.4375,1,,1.16667,4.2
N.S. Dores,feminino,Pardo,15.0,1.66667,1.9375,2.42857,4.00,1,3.6
N.S. Dores,masculino,,15.0,1.44444,1.6250,1,3.75,1.83333,4.6
N.S. Dores,masculino,Branco,15.0,2,2.3750,2,3.50,2.83333,4.0
N.S. Dores,masculino,Pardo,15.0,2.11111,1.5625,1,1.00,2.33333,4.0
N.S. Dores,masculino,Branco,15.0,2,1.5000,1,4.25,1.33333,3.6
N.S. Dores,masculino,Branco,15.0,3.66667,3.2500,2.71429,3.75,4,2.4
N.S. Dores,feminino,Pardo,15.0,1.44444,2.5625,1.57143,5.00,2.5,4.4
N.S. Dores,feminino,Pardo,15.0,1.33333,1.6875,1.28571,4.75,3,3.2
N.S. Dores,masculino,Branco,15.0,2,1.4375,1,3.50,1.66667,4.0
N.S. Dores,feminino,Pardo,15.0,1.66667,1.5625,1,2.50,1.33333,3.8
N.S. Dores,masculino,Pardo,15.0,1.77778,2.4375,2.57143,3.00,3,4.0
N.S. Dores,masculino,Preto,15.0,1.77778,2.6875,2,4.75,1.5,3.8
N.S. Dores,feminino,Pardo,15.0,2.33333,1.6250,1,2.00,1,4.4
N.S. Dores,masculino,Pardo,15.0,3.11111,1.9375,1,3.50,4.83333,4.2
N.S. Dores,masculino,Pardo,15.0,2.11111,2.0000,1.28571,4.00,2.16667,4.0
N.S. Dores,masculino,Branco,15.0,1.44444,,1,4.00,2,4.0
N.S. Dores,masculino,Pardo,15.0,1.88889,2.3750,1.28571,3.25,2.16667,4.0
N.S. Dores,masculino,Branco,15.0,2.77778,2.9375,2.42857,2.25,3.66667,2.0
N.S. Dores,masculino,Pardo,15.0,3,1.6875,1.57143,2.50,3,3.4
N.S. Dores,masculino,Pardo,15.0,2.77778,1.9375,1,2.75,2.83333,3.0
N.S. Dores,masculino,Pardo,15.0,2.33333,1.7500,1.42857,3.75,1.5,4.2
N.S. Dores,feminino,,15.0,3.11111,2.1875,2.14286,2.50,1,1.2
N.S. Dores,masculino,Branco,15.0,3.44444,,1,,,
N.S. Dores,masculino,Pardo,15.0,2.77778,2.1875,1.28571,3.75,2,2.2
N.S. Dores,masculino,Pardo,15.0,2,1.9375,1,3.00,1,4.6
N.S. Dores,feminino,Pardo,15.0,2.22222,,1.14286,3.25,1,4.0
N.S. Dores,feminino,Pardo,15.0,2.44444,,2.14286,3.50,1.5,2.8
N.S. Dores,feminino,Pardo,15.0,2.11111,2.3750,1.57143,3.50,1.33333,3.0
N.S. Dores,masculino,Branco,15.0,2.66667,1.8750,1.14286,3.25,1.66667,3.4
N.S. Dores,masculino,Pardo,15.0,1.66667,1.9375,1.42857,4.25,1.83333,3.2
N.S. Dores,masculino,,15.0,2.11111,1.8750,,,,
N.S. Dores,masculino,Branco,15.0,3,1.3125,1.14286,4.00,3.16667,2.0
N.S. Dores,feminino,Pardo,15.0,2.88889,1.6250,2.28571,4.50,2.83333,3.0
N.S. Dores,masculino,Pardo,15.0,4.22222,,1,2.00,,3.2
Neópolis,masculino,Pardo,15.0,2.11111,1.1875,1,3.75,2.16667,4.0
Neópolis,feminino,Preto,15.0,3.33333,2.8750,1.42857,1.00,1.33333,4.2
Neópolis,feminino,Preto,15.0,2,2.1250,1.42857,3.75,1,3.6
Neópolis,masculino,Pardo,15.0,,1.9375,,4.25,1.33333,4.2
Neópolis,feminino,Branco,15.0,2.11111,1.8125,1,4.25,1.16667,3.4
Neópolis,feminino,Pardo,15.0,2.33333,1.9375,1.28571,1.00,2.16667,4.0
Neópolis,masculino,Branco,15.0,2.77778,1.7500,1,4.50,3.83333,3.6
Neópolis,masculino,Pardo,15.0,2.77778,2.1875,1.57143,2.50,2.33333,2.4
Neópolis,feminino,Branco,15.0,2.44444,1.5000,1.42857,2.75,1.16667,3.8
Neópolis,masculino,Pardo,15.0,3.33333,1.5000,1.57143,3.25,2.66667,2.8
Neópolis,feminino,Pardo,15.0,3.22222,2.3125,1.42857,1.50,1.66667,3.6
Neópolis,feminino,Branco,15.0,,,2.14286,2.25,,
Neópolis,feminino,Branco,15.0,2.77778,2.1250,1.14286,3.00,1.33333,3.0
Neópolis,feminino,Preto,15.0,3.11111,2.5625,1,2.25,1.66667,3.6
Neópolis,feminino,Pardo,15.0,1.55556,3.3125,2.57143,,1,4.6
Neópolis,masculino,Branco,15.0,3.22222,3.6250,1.42857,2.25,3.16667,1.6
Neópolis,masculino,Branco,15.0,2.77778,2.3750,1.28571,4.00,2.33333,3.0
Neópolis,masculino,Pardo,15.0,2.66667,1.7500,1.28571,3.75,3.5,2.8
Neópolis,feminino,Pardo,15.0,2,1.7500,1.28571,5.00,1.16667,4.2
Neópolis,masculino,Pardo,15.0,1.88889,1.8750,1.85714,4.00,4,3.0
Neópolis,feminino,Preto,15.0,,1.7500,2,1.25,,3.0
Neópolis,masculino,Branco,15.0,,2.5000,1.28571,3.00,2.33333,
Neópolis,masculino,Preto,15.0,2,2.2500,1.28571,3.00,2.16667,4.0
Neópolis,masculino,Branco,15.0,,2.0000,1,3.75,3.83333,3.0
Neópolis,masculino,Branco,15.0,2.55556,1.6875,1.28571,3.50,,4.0
Neópolis,feminino,Pardo,15.0,2,1.3750,1,3.00,2.5,4.2
Neópolis,feminino,Pardo,15.0,2.77778,2.8750,1,1.75,,3.0
Neópolis,masculino,Pardo,15.0,2.44444,2.3750,2.14286,2.75,,3.2
Neópolis,masculino,Preto,15.0,2.44444,2.4375,2.14286,2.75,2.5,
Neópolis,masculino,Pardo,15.0,2.22222,2.0625,1.42857,3.00,2.5,4.2
Neópolis,masculino,Preto,15.0,1.55556,1.5000,1,5.00,4,2.0
Neópolis,masculino,Preto,15.0,2.77778,1.6250,1,5.00,4,2.0
Neópolis,feminino,Pardo,15.0,2.11111,1.8750,1,4.50,1.16667,
Neópolis,masculino,Preto,15.0,2.22222,1.8125,1,4.00,1.33333,4.6
Neópolis,masculino,Pardo,15.0,2.66667,,1,3.25,3.33333,
Neópolis,feminino,Pardo,15.0,2.44444,1.4375,1.42857,3.50,3.33333,3.2
Neópolis,feminino,Pardo,15.0,1.77778,1.6875,1,1.75,1.16667,3.6
Neópolis,masculino,Pardo,15.0,2.77778,1.5000,1.14286,3.50,2.5,3.0
Neópolis,feminino,Preto,15.0,2.11111,1.8750,1,3.00,1.5,3.6
Neópolis,masculino,Pardo,15.0,2.33333,1.8750,1.28571,3.25,3.66667,3.6
Neópolis,masculino,Pardo,15.0,2.55556,1.4375,1,3.75,,3.0
Neópolis,feminino,Preto,15.0,2.33333,1.6875,1,3.75,1.66667,3.6
Neópolis,masculino,Preto,15.0,1.77778,1.5625,1.71429,3.50,,3.0
Neópolis,masculino,Pardo,15.0,1.88889,1.4375,1,4.00,1.66667,4.2
Neópolis,feminino,Branco,15.0,1.77778,2.1250,1,2.75,1,4.0
Neópolis,feminino,Preto,15.0,2,,3,3.50,3.16667,2.6
Neópolis,masculino,Preto,15.0,,1.9375,1.57143,2.00,3.33333,3.2
Neópolis,masculino,Pardo,15.0,,,,1.00,2.16667,
Neópolis,feminino,Preto,15.0,2.11111,2.1875,2,2.75,1.33333,4.6
Neópolis,masculino,Branco,15.0,2,1.9375,1,2.00,1.16667,3.0
Neópolis,masculino,,15.0,3.11111,,2.14286,2.75,3.16667,3.0
Neópolis,feminino,Pardo,15.0,1.55556,1.3125,1,5.00,2.16667,4.2
Porto Folha,masculino,Branco,15.0,2,1.8750,1.85714,3.25,2.33333,4.2
Porto Folha,masculino,Pardo,15.0,1.55556,1.5625,1.42857,4.25,4,2.4
Porto Folha,feminino,,15.0,2.55556,,2.28571,1.50,1,
Porto Folha,feminino,Pardo,15.0,2,2.5000,1.28571,4.00,2.5,4.2
Porto Folha,feminino,Pardo,15.0,,,1.85714,,1.5,
Porto Folha,masculino,Pardo,15.0,1.66667,1.3125,1.14286,4.50,1.16667,4.2
Porto Folha,feminino,Pardo,15.0,1.88889,2.1875,1.57143,3.25,2.66667,3.8
Porto Folha,feminino,Pardo,15.0,1.88889,2.3750,1.85714,1.00,1.66667,2.6
Porto Folha,feminino,Branco,15.0,2.77778,,2,5.00,1.5,5.0
Porto Folha,masculino,Branco,15.0,1.88889,,1.85714,3.50,1.66667,2.8
Porto Folha,feminino,Preto,15.0,2.11111,1.6250,1.57143,4.00,1,3.8
Porto Folha,feminino,Pardo,15.0,2.11111,1.3750,1.28571,3.25,1.66667,3.6
Porto Folha,feminino,Branco,15.0,2,1.6250,1,3.75,2.5,3.0
Porto Folha,masculino,Pardo,15.0,2,1.6875,1.85714,4.50,2.66667,3.0
Porto Folha,masculino,Pardo,15.0,2.33333,2.0625,1.57143,2.75,3,3.0
Porto Folha,feminino,Pardo,15.0,1.88889,2.0000,1.71429,4.50,1.16667,5.0
Porto Folha,feminino,Pardo,15.0,,1.7500,1,1.75,1.16667,4.0
Porto Folha,feminino,,15.0,,1.5000,1.57143,4.50,2.16667,2.8
Porto Folha,feminino,Pardo,15.0,2,1.6250,1.42857,4.00,1.83333,3.4
Porto Folha,feminino,Pardo,15.0,1.55556,1.2500,1.57143,1.00,1,4.0
Porto Folha,feminino,,15.0,2.55556,2.0000,1.28571,4.50,1.66667,3.8
Porto Folha,masculino,Pardo,15.0,3.11111,2.4375,2.14286,4.75,2.83333,2.8
Porto Folha,masculino,Branco,15.0,3.11111,2.2500,2.14286,3.75,2.5,2.8
Porto Folha,masculino,Branco,15.0,2.88889,1.9375,1.42857,4.00,1.66667,3.0
Porto Folha,feminino,Pardo,15.0,,1.6875,2.71429,2.50,1,3.4
Porto Folha,masculino,Branco,15.0,4.44444,1.5000,2,3.50,1,4.4
Porto Folha,masculino,Branco,15.0,2.55556,1.9375,1.42857,3.50,1.33333,3.0
Porto Folha,masculino,Branco,15.0,1.44444,1.5000,1,4.25,,2.6
Porto Folha,masculino,Pardo,15.0,2.44444,2.4375,1.71429,4.00,2.83333,1.8
Porto Folha,masculino,Pardo,15.0,2,1.3750,1,4.75,1.66667,4.0
Porto Folha,masculino,Pardo,15.0,2.22222,,1,4.50,1,4.0
Porto Folha,masculino,Pardo,15.0,2,,1,3.75,1.5,3.6
Porto Folha,masculino,Pardo,15.0,2.22222,1.8750,1.57143,3.50,2.16667,2.4
Porto Folha,feminino,Branco,15.0,2,1.7500,1,3.50,1,4.2
Porto Folha,masculino,Pardo,15.0,1.88889,1.8750,2,2.50,3.66667,2.8
Porto Folha,masculino,Pardo,15.0,2.44444,2.3125,1.42857,4.25,4,2.8
Porto Folha,masculino,Pardo,15.0,3.22222,1.5625,2,4.00,2,3.4
Porto Folha,feminino,Preto,15.0,3.11111,,1.28571,2.75,1.33333,2.6
Porto Folha,feminino,Branco,15.0,2.66667,2.0000,1,1.00,1,4.0
Porto Folha,masculino,Branco,15.0,2.77778,1.6250,1,4.75,4.66667,2.6
Porto Folha,feminino,Preto,15.0,,,1.85714,2.00,2.33333,2.0
CamBrito,feminino,Pardo,15.0,2.11111,3.1250,1,2.25,1,2.0
