Cidade,Sexo,cor_da_pele,Idade,Escala_1,Escala_2,Escala_5,Escala_8,Escala_10,Escala_11
N.S. Dores,masculino,Pardo,10.0,2.44444,1.5000,1,4.50,1.33333,4.6
N.S. Dores,masculino,Branco,10.0,4.55556,3.0000,3.42857,2.25,5,1.6
N.S. Dores,masculino,Pardo,10.0,4.22222,,2.42857,2.50,3.16667,3.2
N.S. Dores,masculino,Branco,10.0,,,1.85714,2.00,,3.6
Simão Dias,masculino,Pardo,10.0,1.77778,1.4375,1.28571,3.50,1.83333,4.0
Porto Folha,masculino,Pardo,10.0,,1.4375,1.57143,3.50,4,
Porto Folha,masculino,,10.0,1.77778,2.8750,1,5.00,1.66667,5.0
Estância,masculino,Pardo,,1.77778,1.6875,1.71429,4.50,1,4.4
Estância,,Pardo,,3,2.8750,3,2.00,1.83333,2.0
Estância,,Preto,,,,,,,
Simão Dias,,Pardo,,2.22222,1.5000,1.57143,3.75,1.33333,3.0
CamBrito,,Pardo,,2,2.6875,1.28571,3.00,1.16667,3.4
CamBrito,,Pardo,,2.22222,2.0000,1.14286,3.75,1.66667,3.6
CamBrito,feminino,Pardo,,3.44444,2.3750,2.71429,4.75,2,2.4
CamBrito,,Branco,,2,1.6250,1.42857,2.50,1.5,
CamBrito,,Branco,,1.66667,1.4375,1.42857,4.50,1.66667,3.6
CamBrito,,Branco,,2.44444,,1.42857,4.50,4.33333,2.6
CamBrito,,Branco,,2.11111,1.8750,1.42857,3.75,3.66667,3.6
CamBrito,,Pardo,,2.55556,,1,4.00,1.66667,3.8
CamBrito,feminino,Branco,,2,2.3750,1,4.50,4.83333,2.6
CamBrito,,Pardo,,3.33333,2.5000,1.42857,2.00,3.16667,2.8
CamBrito,,Pardo,,2,2.0000,2,5.00,2.83333,3.2
CamBrito,,Pardo,,1.77778,1.4375,2.57143,3.50,2,4.6
CamBrito,,Pardo,,2.33333,1.5625,1.57143,2.50,1.83333,4.0
CamBrito,,Pardo,,3,1.6875,1.28571,2.50,1.66667,4.0
Carmo,,,,,,2.71429,2.75,3.16667,2.2
Carmo,,Pardo,,3.33333,2.1875,1,2.75,1.33333,3.4
N.S. Dores,,Pardo,,1.77778,2.4375,1.14286,1.00,,
N.S. Dores,feminino,Preto,,2.55556,,1.57143,3.25,3,3.0
N.S. Dores,,Pardo,,2,,1,,1,3.6
N.S. Dores,feminino,Pardo,,2.44444,1.6250,1,3.00,1.33333,3.8
N.S. Dores,feminino,,,2.44444,1.3750,1,4.00,1.5,3.0
Simão Dias,feminino,Pardo,,1.44444,2.3125,1,5.00,1,4.6
Simão Dias,feminino,Pardo,,1.44444,2.3125,1,4.25,1,4.6
Simão Dias,feminino,Pardo,,1.88889,1.6250,2.14286,2.75,,3.4
Simão Dias,feminino,Branco,,2.22222,1.1250,1,4.00,1,4.2
Simão Dias,,,,2.55556,2.0000,1,4.00,1,4.2
Simão Dias,feminino,Branco,,2.77778,1.5625,2.14286,2.75,1.66667,2.6
Neópolis,,Pardo,,1.88889,,1,1.50,1.5,4.4
Neópolis,,Pardo,,2,2.0000,1,2.75,2.16667,2.6
Neópolis,,Branco,,2.88889,1.6875,1.28571,2.00,4,2.2
Neópolis,,Pardo,,4,2.9375,2.71429,3.00,2.5,2.8
Neópolis,,Pardo,,3,2.5000,1.57143,1.50,3.33333,
Neópolis,,,,2.22222,,,,,2.6
Maruim,,Preto,,3.88889,,2.14286,3.50,2.66667,1.8
Maruim,masculino,Branco,,2.33333,2.0000,1,2.75,3.5,3.6
Maruim,feminino,Preto,,3.44444,2.6250,1,1.00,2,2.8
Canindé,feminino,Pardo,,2.77778,2.4375,1.28571,4.25,2.33333,4.0
Canindé,,Preto,,2.55556,2.3750,,4.25,1,3.6
Aracaju,,Preto,,,1.6875,1,2.75,1.16667,3.2
Aracaju,masculino,Pardo,,3.11111,1.6875,1,3.25,,5.0
Aracaju,,,,3.33333,,1.42857,2.00,1.5,1.4
Aracaju,feminino,Preto,,,,,,,
